[21, 16, 1, 11, 2, 37, 3, 14, 13, 46, 9, 5, 22, 7, 15, 6, 40, 48, 41, 34, 35, 31, 38, 24, 17, 43, 39, 19, 32, 20, 30, 44, 12, 25, 45, 10, 49, 42, 28, 27, 0, 23, 18, 4, 29, 36, 8, 47, 26, 33]
[18, 19, 24, 2, 16, 4, 5, 25, 7, 40, 8, 27, 11, 3, 12, 20, 30, 35, 28, 0, 23, 14, 37, 29, 33, 9, 44, 31, 41, 6, 45, 10, 17, 34, 39, 38, 1, 36, 48, 46, 42, 32, 15, 22, 21, 49, 47, 43, 26, 13]
[24, 6, 1, 36, 18, 29, 19, 4, 41, 5, 8, 30, 17, 3, 12, 25, 35, 39, 26, 0, 37, 7, 48, 32, 20, 38, 21, 2, 33, 13, 27, 9, 28, 47, 46, 22, 16, 15, 44, 34, 49, 10, 42, 11, 14, 23, 45, 31, 43, 40]
[35, 9, 1, 2, 13, 12, 4, 8, 16, 25, 18, 15, 11, 5, 27, 44, 6, 32, 21, 26, 28, 7, 34, 38, 3, 0, 43, 17, 14, 33, 47, 23, 10, 49, 45, 48, 30, 37, 22, 20, 40, 19, 29, 31, 46, 41, 24, 39, 42, 36]
[27, 0, 37, 41, 22, 35, 5, 6, 7, 13, 19, 15, 42, 2, 24, 10, 32, 29, 9, 34, 17, 46, 3, 31, 23, 14, 30, 20, 48, 40, 38, 33, 47, 49, 8, 45, 4, 44, 43, 36, 25, 18, 26, 28, 16, 39, 1, 21, 11, 12]
[28, 0, 1, 26, 24, 4, 5, 38, 17, 21, 23, 20, 14, 9, 12, 2, 10, 37, 25, 22, 30, 27, 16, 13, 3, 34, 43, 8, 19, 40, 35, 29, 49, 6, 44, 7, 41, 33, 18, 45, 31, 36, 48, 15, 32, 47, 46, 11, 42, 39]
[40, 18, 2, 43, 3, 4, 17, 6, 31, 5, 24, 10, 1, 34, 37, 32, 15, 22, 44, 21, 19, 33, 27, 29, 41, 38, 9, 26, 47, 20, 23, 39, 48, 16, 25, 30, 11, 13, 36, 46, 35, 28, 12, 42, 0, 14, 7, 8, 49, 45]
[25, 23, 1, 2, 3, 15, 4, 6, 31, 10, 11, 17, 34, 9, 19, 46, 32, 18, 26, 30, 38, 36, 7, 5, 42, 21, 33, 27, 24, 45, 13, 22, 44, 28, 43, 37, 20, 41, 40, 8, 16, 49, 35, 12, 48, 47, 0, 14, 29, 39]
[28, 29, 1, 42, 3, 12, 5, 16, 31, 8, 9, 19, 4, 11, 17, 27, 6, 13, 40, 23, 22, 0, 35, 10, 36, 15, 30, 14, 34, 32, 37, 20, 49, 39, 33, 43, 47, 44, 7, 41, 48, 24, 2, 45, 46, 18, 25, 26, 38, 21]
[33, 0, 1, 11, 28, 4, 5, 6, 19, 3, 37, 34, 24, 16, 13, 49, 29, 14, 26, 43, 21, 20, 18, 36, 45, 44, 46, 31, 42, 48, 9, 10, 38, 25, 8, 35, 15, 12, 41, 47, 23, 30, 32, 27, 22, 2, 39, 17, 7, 40]

[41, 0, 30, 2, 3, 24, 31, 6, 4, 26, 16, 13, 7, 38, 34, 49, 9, 14, 32, 18, 19, 36, 20, 8, 37, 27, 12, 10, 15, 28, 45, 5, 17, 46, 42, 40, 43, 47, 21, 44, 29, 22, 39, 25, 48, 1, 35, 33, 11, 23]
[31, 0, 1, 25, 23, 4, 40, 38, 22, 20, 8, 34, 5, 3, 16, 21, 11, 9, 32, 14, 45, 48, 7, 33, 30, 24, 37, 26, 41, 6, 2, 28, 29, 39, 42, 47, 49, 35, 46, 17, 12, 27, 43, 36, 15, 13, 44, 19, 18, 10]
[30, 28, 6, 17, 3, 37, 20, 5, 10, 8, 26, 22, 38, 44, 9, 29, 34, 2, 16, 24, 31, 18, 0, 21, 25, 45, 33, 15, 11, 35, 23, 47, 13, 7, 19, 48, 41, 42, 14, 43, 39, 12, 4, 32, 46, 49, 36, 1, 40, 27]
[27, 0, 3, 9, 2, 20, 5, 43, 47, 13, 41, 7, 23, 30, 33, 40, 14, 16, 4, 31, 44, 17, 11, 10, 1, 48, 46, 25, 39, 26, 24, 37, 22, 36, 35, 32, 12, 49, 6, 15, 38, 8, 29, 28, 18, 19, 45, 34, 42, 21]
[30, 2, 0, 27, 11, 31, 13, 18, 28, 19, 21, 3, 16, 5, 37, 29, 10, 24, 45, 35, 34, 32, 44, 25, 26, 36, 41, 39, 7, 12, 47, 14, 22, 17, 38, 8, 48, 43, 42, 1, 33, 15, 6, 4, 9, 20, 46, 23, 49, 40]
[36, 9, 1, 22, 41, 8, 37, 27, 34, 47, 38, 16, 40, 7, 29, 14, 18, 15, 13, 12, 17, 2, 25, 31, 28, 21, 20, 35, 5, 33, 24, 46, 48, 44, 4, 30, 45, 3, 0, 39, 32, 6, 19, 10, 49, 23, 26, 43, 11, 42]
[31, 4, 1, 2, 8, 28, 5, 6, 0, 21, 29, 42, 11, 19, 13, 36, 46, 37, 20, 41, 38, 35, 10, 47, 32, 25, 18, 43, 24, 33, 44, 45, 3, 34, 16, 30, 14, 40, 39, 15, 12, 17, 22, 26, 23, 27, 9, 49, 7, 48]
[35, 18, 22, 25, 0, 3, 19, 9, 16, 6, 8, 2, 29, 33, 1, 28, 7, 41, 37, 48, 15, 30, 14, 10, 39, 43, 17, 24, 13, 21, 12, 36, 46, 47, 20, 31, 38, 49, 45, 34, 27, 44, 40, 11, 23, 32, 42, 26, 5, 4]
[30, 0, 6, 14, 3, 29, 13, 12, 7, 18, 20, 25, 38, 44, 36, 2, 49, 5, 23, 35, 19, 48, 32, 1, 28, 41, 10, 27, 15, 21, 37, 9, 47, 11, 34, 45, 39, 43, 22, 24, 16, 31, 4, 40, 46, 8, 33, 17, 42, 26]
[34, 0, 1, 13, 18, 4, 12, 5, 7, 24, 9, 10, 26, 28, 11, 14, 20, 16, 32, 17, 15, 35, 19, 44, 43, 22, 6, 37, 48, 27, 33, 38, 40, 29, 42, 23, 47, 45, 49, 3, 36, 21, 31, 8, 46, 25, 2, 39, 41, 30]

[7, 0, 8, 14, 13, 9, 24, 6, 1, 12, 18, 19, 16, 20, 4, 27, 10, 22, 25, 2, 17, 11, 23, 28, 36, 38, 5, 3, 40, 49, 39, 43, 30, 21, 35, 33, 26, 29, 15, 45, 46, 37, 48, 32, 34, 44, 41, 47, 42, 31]
[10, 0, 1, 4, 17, 7, 3, 13, 5, 11, 16, 19, 12, 18, 8, 37, 9, 27, 20, 34, 6, 24, 30, 22, 29, 21, 39, 23, 28, 25, 32, 2, 43, 49, 35, 40, 31, 15, 42, 33, 48, 46, 38, 47, 14, 41, 26, 45, 44, 36]
[6, 0, 11, 22, 12, 9, 10, 5, 3, 2, 14, 21, 8, 23, 27, 20, 4, 7, 15, 18, 19, 1, 37, 39, 17, 26, 16, 36, 31, 33, 42, 45, 35, 48, 34, 13, 44, 24, 49, 25, 40, 43, 28, 46, 32, 47, 38, 30, 41, 29]
[9, 21, 1, 12, 14, 4, 20, 8, 5, 11, 16, 7, 17, 6, 3, 25, 22, 23, 18, 2, 0, 24, 13, 34, 27, 10, 32, 33, 30, 37, 15, 43, 42, 29, 41, 48, 19, 38, 39, 40, 49, 36, 47, 28, 35, 44, 26, 46, 31, 45]
[8, 11, 1, 2, 10, 20, 4, 9, 19, 31, 18, 0, 29, 5, 16, 27, 21, 3, 22, 13, 33, 15, 14, 28, 25, 6, 24, 32, 30, 34, 37, 17, 45, 44, 35, 23, 39, 40, 43, 26, 42, 36, 7, 41, 47, 46, 12, 48, 49, 38]
[16, 2, 4, 14, 6, 5, 18, 12, 9, 21, 24, 11, 3, 26, 1, 0, 34, 19, 31, 29, 25, 32, 35, 27, 37, 15, 28, 23, 39, 45, 30, 10, 46, 17, 43, 44, 7, 41, 20, 49, 36, 48, 33, 42, 40, 8, 47, 22, 13, 38]
[14, 0, 3, 1, 2, 10, 18, 19, 11, 7, 4, 8, 20, 13, 12, 17, 24, 21, 25, 22, 32, 6, 23, 33, 29, 27, 15, 5, 42, 30, 36, 38, 39, 26, 40, 44, 31, 9, 41, 16, 45, 49, 47, 28, 34, 37, 35, 43, 48, 46]
[8, 9, 1, 2, 19, 3, 14, 4, 22, 24, 7, 12, 20, 6, 15, 25, 0, 10, 11, 35, 28, 29, 13, 36, 16, 26, 23, 17, 32, 27, 39, 37, 18, 21, 40, 5, 49, 45, 47, 30, 31, 33, 48, 38, 43, 42, 41, 34, 46, 44]
