[18, 0, 9, 27, 13, 24, 4, 6, 30, 1, 22, 21, 15, 5, 23, 7, 29, 8, 19, 25, 42, 34, 33, 37, 47, 28, 17, 49, 20, 46, 12, 32, 36, 40, 48, 39, 11, 10, 26, 14, 45, 41, 44, 16, 43, 38, 31, 3, 35, 2]
[30, 16, 1, 2, 6, 14, 21, 3, 5, 27, 34, 8, 17, 26, 19, 24, 28, 22, 12, 29, 13, 15, 49, 39, 10, 47, 38, 32, 0, 43, 46, 7, 23, 45, 41, 44, 40, 25, 31, 36, 4, 20, 37, 9, 48, 18, 42, 33, 11, 35]
[15, 12, 13, 2, 10, 4, 5, 21, 19, 17, 22, 8, 29, 1, 6, 31, 37, 16, 14, 26, 38, 23, 9, 25, 35, 34, 39, 28, 32, 33, 45, 11, 40, 0, 44, 3, 7, 42, 48, 36, 30, 27, 41, 47, 49, 20, 43, 46, 24, 18]
[21, 22, 10, 2, 3, 4, 5, 23, 20, 11, 26, 24, 28, 16, 31, 13, 12, 8, 36, 14, 17, 18, 27, 45, 42, 29, 1, 9, 30, 39, 47, 25, 34, 35, 6, 40, 19, 44, 0, 33, 15, 48, 38, 46, 41, 32, 49, 43, 37, 7]
[28, 21, 5, 2, 0, 9, 12, 41, 18, 10, 43, 22, 3, 20, 37, 38, 7, 25, 6, 15, 39, 24, 33, 19, 34, 32, 30, 49, 17, 11, 35, 42, 36, 45, 26, 44, 27, 1, 46, 47, 29, 13, 23, 16, 40, 4, 8, 48, 14, 31]
[23, 20, 1, 10, 9, 4, 5, 21, 11, 32, 27, 6, 13, 8, 33, 18, 12, 24, 30, 14, 28, 36, 26, 19, 44, 29, 35, 2, 22, 0, 17, 46, 45, 42, 47, 25, 38, 49, 43, 31, 3, 34, 37, 40, 41, 15, 7, 48, 39, 16]
[20, 11, 2, 25, 5, 9, 6, 13, 16, 0, 10, 24, 33, 1, 43, 4, 27, 12, 35, 21, 31, 18, 46, 48, 45, 22, 29, 44, 36, 37, 8, 34, 41, 30, 19, 28, 23, 49, 40, 26, 15, 47, 17, 14, 39, 38, 3, 42, 32, 7]
[27, 0, 34, 2, 19, 8, 14, 6, 4, 7, 13, 9, 22, 26, 5, 1, 21, 28, 33, 25, 37, 20, 18, 42, 23, 3, 11, 39, 35, 48, 17, 12, 43, 45, 49, 38, 47, 24, 16, 30, 41, 15, 29, 46, 36, 44, 31, 10, 32, 40]
[22, 0, 24, 2, 19, 20, 4, 6, 31, 8, 29, 17, 32, 25, 27, 21, 15, 48, 30, 23, 35, 11, 16, 13, 33, 18, 1, 10, 3, 12, 37, 42, 45, 36, 38, 40, 39, 14, 7, 43, 5, 47, 44, 49, 46, 28, 34, 41, 9, 26]
[26, 3, 13, 30, 22, 8, 9, 23, 4, 5, 7, 19, 16, 1, 41, 0, 35, 20, 6, 24, 10, 44, 37, 11, 43, 42, 45, 12, 31, 33, 15, 21, 34, 36, 49, 39, 2, 29, 47, 40, 38, 18, 27, 46, 25, 48, 14, 17, 32, 28]
