[38, 0, 32, 48, 8, 4, 41, 20, 3, 13, 1, 7, 43, 28, 9, 29, 45, 39, 22, 17, 15, 19, 12, 18, 26, 27, 23, 40, 11, 44, 25, 30, 33, 10, 31, 42, 34, 36, 47, 16, 35, 24, 46, 5, 6, 14, 21, 37, 49, 2]
[42, 0, 1, 2, 3, 17, 31, 6, 21, 12, 16, 28, 39, 35, 27, 38, 8, 26, 14, 18, 15, 49, 20, 34, 23, 24, 32, 11, 10, 46, 33, 13, 40, 29, 22, 47, 5, 30, 44, 48, 9, 37, 41, 4, 19, 25, 45, 36, 43, 7]
[41, 7, 1, 25, 35, 4, 5, 12, 6, 30, 8, 10, 21, 46, 32, 27, 39, 36, 17, 18, 47, 49, 40, 22, 31, 2, 23, 24, 28, 45, 9, 42, 33, 44, 19, 48, 16, 20, 43, 29, 34, 38, 14, 26, 37, 15, 11, 13, 3, 0]
[47, 0, 1, 11, 3, 23, 38, 21, 7, 49, 9, 44, 17, 14, 15, 18, 26, 10, 33, 35, 28, 6, 5, 4, 20, 39, 34, 8, 45, 43, 41, 30, 31, 12, 13, 36, 25, 19, 22, 27, 24, 48, 42, 46, 2, 16, 40, 32, 29, 37]
[27, 0, 1, 43, 33, 4, 21, 6, 49, 18, 40, 23, 34, 12, 35, 17, 15, 22, 8, 16, 37, 5, 31, 47, 36, 32, 25, 29, 24, 46, 11, 48, 41, 42, 30, 38, 19, 39, 44, 28, 9, 20, 45, 2, 13, 3, 26, 10, 14, 7]
[49, 10, 30, 2, 3, 23, 5, 6, 27, 13, 0, 33, 31, 16, 47, 28, 8, 22, 19, 17, 4, 9, 37, 43, 15, 45, 14, 11, 26, 25, 34, 21, 12, 46, 36, 29, 1, 38, 44, 18, 41, 35, 32, 20, 24, 39, 48, 42, 7, 40]
[45, 25, 8, 32, 35, 17, 31, 38, 23, 34, 9, 22, 19, 21, 13, 4, 14, 15, 16, 11, 10, 12, 20, 39, 27, 48, 24, 18, 26, 0, 28, 3, 33, 2, 37, 41, 30, 42, 49, 44, 36, 46, 7, 40, 1, 43, 47, 6, 29, 5]
[31, 23, 14, 2, 3, 42, 5, 6, 13, 12, 9, 18, 17, 30, 29, 11, 33, 34, 45, 26, 38, 20, 21, 0, 36, 43, 49, 25, 32, 1, 7, 28, 40, 15, 47, 8, 22, 10, 19, 41, 48, 39, 44, 24, 4, 37, 35, 46, 27, 16]
[40, 0, 28, 2, 14, 46, 20, 6, 48, 7, 16, 5, 45, 22, 3, 34, 26, 4, 41, 27, 47, 37, 10, 19, 12, 30, 24, 21, 32, 25, 49, 11, 1, 42, 13, 39, 29, 18, 35, 44, 43, 15, 33, 38, 36, 9, 8, 31, 17, 23]
[47, 0, 1, 4, 2, 39, 7, 5, 6, 36, 46, 13, 30, 11, 23, 14, 15, 16, 17, 35, 19, 12, 9, 25, 20, 45, 28, 18, 41, 32, 37, 43, 24, 31, 44, 27, 48, 26, 21, 3, 29, 38, 33, 34, 40, 10, 22, 49, 8, 42]

[44, 42, 30, 33, 3, 4, 5, 22, 26, 7, 1, 8, 11, 12, 25, 48, 13, 16, 38, 49, 18, 39, 14, 35, 23, 6, 9, 24, 27, 46, 36, 2, 34, 31, 29, 21, 10, 43, 37, 20, 0, 40, 19, 45, 32, 17, 47, 28, 15, 41]
[38, 14, 1, 19, 22, 43, 5, 4, 26, 34, 9, 10, 27, 18, 0, 36, 46, 6, 12, 40, 37, 13, 35, 42, 49, 29, 17, 11, 31, 24, 25, 16, 39, 30, 45, 41, 20, 32, 33, 2, 28, 3, 21, 7, 23, 47, 15, 48, 8, 44]
[47, 45, 1, 46, 3, 27, 15, 6, 7, 8, 17, 10, 11, 5, 13, 14, 12, 18, 41, 44, 19, 20, 31, 21, 30, 24, 0, 4, 25, 48, 23, 42, 35, 9, 32, 39, 34, 36, 43, 29, 37, 38, 33, 22, 49, 26, 2, 40, 28, 16]
[44, 3, 11, 0, 32, 37, 16, 19, 9, 39, 23, 31, 10, 27, 5, 13, 14, 26, 42, 28, 34, 40, 43, 7, 17, 20, 15, 12, 41, 6, 46, 1, 8, 30, 18, 33, 35, 4, 47, 2, 24, 48, 21, 49, 38, 25, 22, 36, 29, 45]
[41, 20, 25, 16, 22, 9, 5, 6, 7, 4, 17, 45, 44, 3, 19, 14, 13, 43, 15, 12, 0, 42, 37, 23, 21, 46, 30, 2, 29, 24, 8, 48, 40, 32, 47, 28, 35, 39, 34, 11, 49, 38, 18, 26, 10, 31, 1, 33, 27, 36]
[41, 3, 1, 11, 0, 9, 49, 6, 7, 31, 15, 32, 10, 17, 36, 25, 14, 12, 18, 21, 19, 30, 20, 27, 8, 37, 48, 35, 26, 33, 40, 34, 4, 44, 2, 22, 13, 46, 29, 16, 42, 47, 39, 45, 28, 38, 24, 43, 23, 5]
[41, 21, 1, 2, 3, 0, 34, 6, 7, 38, 9, 10, 19, 14, 28, 17, 15, 13, 45, 35, 42, 5, 20, 31, 23, 22, 24, 26, 36, 25, 29, 32, 33, 30, 4, 37, 47, 43, 8, 44, 12, 27, 18, 11, 16, 39, 49, 48, 40, 46]
[43, 21, 27, 16, 34, 4, 45, 6, 5, 7, 2, 9, 19, 12, 13, 22, 10, 49, 44, 47, 48, 0, 14, 20, 3, 18, 25, 1, 30, 8, 33, 42, 40, 37, 24, 31, 35, 26, 36, 32, 23, 38, 28, 41, 46, 29, 17, 39, 11, 15]
[47, 23, 10, 1, 46, 4, 17, 36, 35, 8, 0, 9, 26, 21, 7, 14, 6, 34, 37, 43, 19, 48, 22, 30, 16, 20, 3, 40, 27, 11, 45, 33, 25, 15, 5, 24, 44, 31, 32, 38, 39, 2, 28, 49, 18, 41, 12, 42, 29, 13]
[37, 3, 1, 25, 12, 4, 26, 6, 7, 41, 23, 2, 11, 35, 40, 49, 15, 27, 17, 18, 21, 19, 39, 45, 22, 0, 47, 16, 46, 43, 33, 28, 44, 14, 32, 9, 34, 36, 20, 38, 5, 8, 42, 24, 31, 30, 48, 10, 29, 13]

[40, 12, 25, 38, 0, 14, 31, 45, 23, 15, 9, 10, 4, 13, 3, 32, 34, 16, 35, 24, 30, 20, 36, 42, 2, 37, 7, 41, 33, 47, 1, 5, 8, 49, 11, 17, 18, 21, 19, 39, 28, 48, 29, 27, 22, 6, 46, 43, 26, 44]
[36, 33, 45, 2, 3, 32, 5, 20, 34, 8, 9, 25, 28, 7, 1, 12, 27, 49, 39, 19, 23, 15, 43, 40, 24, 10, 0, 11, 29, 16, 38, 37, 42, 26, 13, 48, 35, 30, 41, 17, 47, 22, 44, 18, 4, 14, 31, 6, 46, 21]
[48, 1, 16, 5, 3, 23, 25, 47, 35, 8, 9, 10, 39, 20, 27, 14, 34, 13, 15, 41, 11, 4, 28, 38, 36, 30, 2, 17, 43, 24, 21, 46, 37, 7, 0, 33, 32, 42, 40, 6, 44, 18, 22, 19, 26, 31, 49, 12, 45, 29]
[31, 26, 1, 7, 3, 24, 16, 2, 6, 8, 46, 38, 12, 27, 13, 14, 43, 15, 25, 18, 20, 30, 29, 45, 47, 17, 0, 32, 33, 49, 37, 28, 42, 21, 39, 48, 5, 19, 4, 41, 10, 22, 44, 36, 40, 34, 9, 35, 23, 11]
[31, 0, 12, 20, 7, 48, 34, 3, 27, 8, 23, 47, 1, 9, 11, 35, 25, 43, 32, 28, 36, 10, 17, 30, 19, 14, 16, 37, 4, 40, 44, 22, 5, 38, 18, 26, 49, 42, 2, 13, 45, 39, 6, 15, 41, 46, 21, 29, 24, 33]
[49, 0, 40, 12, 3, 23, 39, 25, 7, 11, 41, 8, 2, 6, 10, 13, 14, 38, 17, 33, 18, 44, 21, 4, 22, 15, 24, 35, 26, 28, 34, 47, 31, 9, 29, 20, 32, 42, 48, 5, 1, 19, 36, 37, 27, 16, 43, 30, 45, 46]
[44, 18, 27, 23, 33, 19, 40, 37, 7, 31, 8, 13, 35, 10, 24, 14, 43, 29, 0, 4, 21, 49, 20, 9, 42, 22, 45, 47, 26, 6, 39, 2, 30, 3, 34, 11, 36, 17, 16, 28, 5, 32, 12, 48, 41, 25, 1, 46, 15, 38]
[45, 8, 1, 2, 27, 21, 32, 23, 11, 5, 7, 16, 46, 12, 13, 14, 41, 15, 31, 18, 49, 44, 20, 6, 39, 40, 24, 3, 26, 28, 22, 17, 43, 30, 29, 47, 42, 36, 9, 35, 48, 25, 34, 38, 4, 37, 10, 33, 0, 19]
[37, 17, 1, 2, 11, 4, 21, 19, 12, 16, 46, 3, 10, 9, 36, 13, 8, 42, 39, 35, 6, 28, 20, 18, 23, 26, 24, 38, 5, 41, 25, 45, 31, 22, 48, 14, 33, 34, 47, 15, 32, 27, 49, 0, 44, 29, 7, 30, 40, 43]
[33, 40, 6, 17, 3, 10, 44, 5, 7, 12, 38, 41, 18, 46, 14, 4, 32, 24, 20, 34, 1, 31, 21, 11, 19, 47, 23, 25, 28, 27, 30, 16, 13, 29, 49, 0, 37, 22, 15, 45, 48, 43, 2, 8, 9, 35, 26, 36, 39, 42]

[46, 12, 36, 20, 5, 24, 18, 22, 7, 8, 33, 23, 34, 30, 9, 16, 29, 11, 35, 37, 13, 3, 6, 39, 10, 28, 4, 31, 43, 48, 17, 45, 32, 44, 0, 26, 49, 38, 15, 40, 47, 42, 27, 19, 41, 2, 25, 21, 14, 1]
[40, 29, 15, 30, 2, 13, 14, 17, 31, 7, 21, 9, 11, 38, 36, 19, 45, 6, 3, 1, 5, 35, 44, 26, 20, 28, 34, 10, 23, 46, 22, 25, 33, 43, 32, 27, 24, 8, 4, 41, 49, 47, 39, 42, 0, 12, 37, 48, 18, 16]
[26, 0, 1, 2, 29, 17, 9, 22, 7, 5, 33, 21, 19, 28, 32, 14, 8, 45, 31, 44, 12, 36, 6, 37, 27, 39, 40, 38, 46, 34, 43, 16, 35, 18, 42, 13, 41, 4, 15, 24, 48, 10, 3, 47, 49, 23, 20, 25, 30, 11]
[39, 0, 32, 18, 3, 28, 5, 6, 1, 2, 26, 10, 16, 15, 21, 38, 31, 43, 29, 17, 19, 13, 25, 36, 49, 20, 7, 30, 48, 9, 8, 45, 27, 37, 22, 33, 24, 42, 12, 34, 4, 35, 40, 23, 11, 47, 14, 44, 41, 46]
[30, 21, 10, 17, 13, 4, 49, 35, 40, 29, 16, 25, 11, 2, 20, 34, 15, 1, 12, 42, 46, 38, 14, 28, 47, 9, 33, 6, 31, 43, 39, 48, 3, 22, 44, 36, 0, 41, 7, 26, 27, 32, 23, 19, 37, 24, 45, 18, 8, 5]
[37, 22, 41, 31, 16, 4, 39, 32, 7, 6, 34, 8, 12, 11, 9, 35, 36, 13, 17, 18, 19, 45, 10, 21, 30, 46, 23, 29, 42, 48, 26, 1, 15, 24, 2, 5, 14, 33, 49, 27, 28, 25, 47, 43, 38, 40, 0, 44, 3, 20]
[26, 0, 25, 24, 7, 4, 37, 3, 21, 8, 9, 1, 10, 15, 13, 12, 2, 41, 49, 29, 27, 6, 28, 22, 30, 34, 36, 23, 16, 32, 44, 33, 43, 39, 47, 14, 46, 5, 11, 42, 38, 35, 17, 45, 48, 20, 18, 40, 19, 31]
[43, 29, 1, 2, 15, 4, 19, 9, 21, 11, 7, 44, 27, 0, 12, 31, 45, 14, 37, 47, 30, 16, 20, 13, 6, 34, 41, 36, 22, 23, 35, 3, 39, 5, 38, 32, 26, 33, 40, 42, 17, 8, 49, 28, 48, 46, 10, 18, 24, 25]
